"STUDYID","DOMAIN","USUBJID","POOLID","CLSEQ","CLGRPID","CLSPID","CLTESTCD","CLTEST","CLCAT","CLSCAT","CLBODSYS","CLORRES","CLSTRESC","CLRESCAT","CLSTAT","CLREASND","CLLOC","CLEVAL","CLSEV","CLEXCLFL","CLREASEX","VISITDY","CLDTC","CLDY","CLTPT","CLTPTNUM","CLELTM","CLTPTREF","CLRFTDTC"
"GLP003","CL","107001458",NA,109,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,23,"2007-07-04T06:58:00",23,NA,NA,NA,NA,NA
"GLP003","CL","107001458",NA,110,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-10T11:32:28",29,NA,NA,NA,NA,NA
"GLP003","CL","107001458",NA,111,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-5,"2007-06-07T15:34:11",-5,NA,NA,NA,NA,NA
"GLP003","CL","107001458",NA,112,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-03T09:37:59",22,NA,NA,NA,NA,NA
"GLP003","CL","107001458",NA,113,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-5,"2007-06-07T08:15:15",-5,NA,NA,NA,NA,NA
"GLP003","CL","107001458",NA,114,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-03T10:33:23",22,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,115,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-12T12:31:18",1,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,116,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-13T14:46:58",2,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,117,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-14T15:22:32",3,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,118,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-15T11:07:46",4,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,119,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"Alopecia, Forefeet/hands, both","Alopecia",NA,NA,NA,"Forefeet/hands, both",NA,NA,NA,NA,22,"2007-07-03T09:51:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,120,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-13T07:05:00",2,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,121,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, mucous","Feces, mucous",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-15T07:09:00",4,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,122,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-15T07:09:00",4,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,123,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,5,"2007-06-16T15:18:54",5,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,124,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,6,"2007-06-17T10:33:37",6,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,125,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Forelimb, right","Scab, focal",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,7,"2007-06-18T09:54:19",7,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,126,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,7,"2007-06-18T09:54:19",7,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,127,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,8,"2007-06-19T15:05:14",8,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,128,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Forelimb, right","Scab, focal",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,8,"2007-06-19T15:05:14",8,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,129,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,9,"2007-06-20T11:10:17",9,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,130,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Forelimb, right","Scab, focal",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,9,"2007-06-20T11:10:17",9,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,131,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-21T07:30:00",10,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,132,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,10,"2007-06-21T10:33:42",10,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,133,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Forelimb, right","Scab, focal",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,10,"2007-06-21T10:33:42",10,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,134,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Forelimb, right","Scab, focal",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,11,"2007-06-22T11:08:53",11,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,135,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,11,"2007-06-22T11:08:53",11,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,136,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Forelimb, right","Scab, focal",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,12,"2007-06-23T15:00:52",12,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,137,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,12,"2007-06-23T15:00:52",12,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,138,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Forelimb, right","Scab, focal",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,13,"2007-06-24T14:13:07",13,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,139,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,13,"2007-06-24T14:13:07",13,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,140,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,14,"2007-06-25T14:36:33",14,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,141,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,15,"2007-06-26T13:04:06",15,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,142,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,16,"2007-06-27T11:22:55",16,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,143,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-28T07:05:00",17,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,144,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,17,"2007-06-28T13:48:18",17,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,145,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-06-29T06:54:00",18,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,146,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,18,"2007-06-29T13:13:14",18,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,147,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,19,"2007-06-30T13:31:14",19,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,148,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,20,"2007-07-01T11:24:45",20,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,149,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-02T07:04:00",21,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,150,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,21,"2007-07-02T12:30:56",21,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,151,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,22,"2007-07-03T07:59:17",22,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,152,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,23,"2007-07-04T12:50:44",23,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,153,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,24,"2007-07-05T14:24:22",24,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,154,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,25,"2007-07-06T11:27:45",25,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,155,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Chromorhinorrhea","Chromorhinorrhea",NA,NA,NA,NA,NA,NA,NA,NA,25,"2007-07-06T11:27:45",25,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,156,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,26,"2007-07-07T12:22:00",26,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,157,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,27,"2007-07-08T12:53:16",27,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,158,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,28,"2007-07-09T12:02:21",28,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,159,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-10T11:32:39",29,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,160,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-5,"2007-06-07T15:34:11",-5,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,161,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-03T09:37:59",22,NA,NA,NA,NA,NA
"GLP003","CL","107001389",NA,162,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-5,"2007-06-07T08:15:15",-5,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,163,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-12T12:31:20",1,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,164,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-13T14:47:01",2,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,165,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-14T15:22:40",3,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,166,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-15T11:07:47",4,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,167,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-16T15:19:09",5,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,168,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-17T10:33:56",6,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,169,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-18T09:56:18",7,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,170,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-19T15:05:18",8,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,171,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-20T11:13:02",9,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,172,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-21T10:35:40",10,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,173,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-22T11:09:21",11,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,174,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-23T15:03:06",12,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,175,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-24T14:13:09",13,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,176,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-25T14:36:36",14,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,177,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"Alopecia, Forefoot/hand, right","Alopecia",NA,NA,NA,"Forefoot/hand, right",NA,NA,NA,NA,22,"2007-07-03T09:50:49",22,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,178,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-14T06:09:00",3,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,179,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,15,"2007-06-26T13:04:38",15,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,180,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,16,"2007-06-27T11:23:00",16,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,181,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,17,"2007-06-28T13:50:07",17,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,182,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Chromorhinorrhea","Chromorhinorrhea",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-06-29T13:13:59",18,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,183,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,18,"2007-06-29T13:13:59",18,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,184,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,19,"2007-06-30T13:31:45",19,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,185,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,20,"2007-07-01T11:24:50",20,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,186,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,21,"2007-07-02T12:31:25",21,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,187,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Chromorhinorrhea","Chromorhinorrhea",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-02T12:31:25",21,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,188,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,22,"2007-07-03T07:59:28",22,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,189,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,23,"2007-07-04T06:58:00",23,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,190,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,23,"2007-07-04T12:51:02",23,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,191,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,24,"2007-07-05T14:24:27",24,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,192,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,25,"2007-07-06T11:27:49",25,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,193,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,26,"2007-07-07T12:22:26",26,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,194,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,27,"2007-07-08T12:53:19",27,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,195,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimb, right","Alopecia",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,28,"2007-07-09T12:02:28",28,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,196,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-10T11:32:54",29,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,197,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-5,"2007-06-07T15:34:11",-5,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,198,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-03T09:37:59",22,NA,NA,NA,NA,NA
"GLP003","CL","107001377",NA,199,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-5,"2007-06-07T08:15:15",-5,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,200,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-12T12:31:21",1,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,201,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-13T14:47:09",2,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,202,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-14T15:22:47",3,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,203,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-15T11:07:49",4,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,204,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-16T15:19:11",5,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,205,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-17T10:33:57",6,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,206,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-18T09:56:19",7,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,207,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-19T15:05:20",8,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,208,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-20T11:13:06",9,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,209,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-21T10:35:42",10,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,210,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-22T11:09:23",11,NA,NA,NA,NA,NA
"GLP003","CL","107001472",NA,211,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-23T15:03:07",12,NA,NA,NA,NA,NA
